title,artist,genre,lyricist,music,key,beat,lyrics,selected,metaphor,metaphor_interpretation,metaphor_source_domain,metaphor_target_domain
Sarasa Wasanthaya | සරස වසන්තය,Amarasiri Peiris,Duets,Niar N Kasim,Jagath Jayawardhana,C minor,4/4,"සරස වසන්තය ආයෙත් එනවානම් 
මගේ තරුණ විය මං ඉල්ලාගන්නම් 
අපේ අතීතයෙ මල් මාවත්වල ඇවිදන් යන්නට  
සරස වසන්තය ආයෙත් එනවානම් 
  ∆  
ලියූ සුපෙම් කවි හසුන් පුරාවට 
පොත් පිටුවක එය හංඟා ගන්නට 
බොරු විස්සෝපෙන් අහක බලන්නට 
ආයෙත් හමුවී හිනා නගන්නට 
සරස වසන්තය ආයෙත් එනවානම් 
දෙනෝදහක් මැද සිත් හංඟන්නට 
සැගවූ ප්‍රේමය නෙතින් කියන්නට 
කාත් කවුරුත් නැති සීමාවක  
හොරෙන්ම හමුවී පෙමින් දොඩන්නට 
සරස වසන්තය ආයෙත් එනවානම් 
  &  
  ∆",0,,,,
Me Koyi Yanne |  මේ කොයි යාන්නේ,Edward Jayakody,Old Pops,Unknown,Rohana Weerasingha,C minor,,"මේ කොයි යාන්නේ  රයිගම් යාන්නේ 
කවදද ඒන්නේ  නැත අප දන්නේ 
උඩින් ගියොත් සිරස  බිඳෙයි 
බිමින් ගියොත් තිඹුල් ඇනෙයි 
කුරිරැ කුර සපුන් ගහණයි වනන්තරේ 
වල්මත් නොවී යන ගමනක් හිමින් සැරේ 
සතුන් පණියි දෙබරැ අණියි  
සොර මුරු සේසත පැහැර ගණියි 
බාර හාර වී පුද පෙත් නොකලාට 
අටවිසි බුදුන් ගේ සරණයි නුඹලාට 
ගමන දුරයි මග කටුකයි 
පා යුග පැකිලෙයි බලාගෙනයි",0,,,,
Latha Madullak |  ලතා මඩුල්ලක්,Edward Jayakody,Old Pops,Saman C Weerasinghe,Sarath De Alwis,A major,,"ලතා මඩුල්ලක් කතා කරනවා සෙවණට එන්න කියා 
මේ මල් උද්‍යානේ නවතිමු හැන්දෑවේ 
වලා කැරැල්ලක් ඔහේ ඇදෙනවා බෑ නවතින්න කියා.. 
මේ මල් උද්‍යානේ වෙන් වෙමු රෑ බෝවේ 
වෙන්වී යන්නේ රෑ තනි යානේ තනිකම නොදැනේදෝ 
ඒ තනි යානේ තනිය මකන්නේ  මතක සුවඳ නේදෝ 
උදයේ හමුවී හවසට වෙන්වී යළි හෙට හමුවේදෝ 
සදහට නැවතී ඉන්නට එන්නම් දෙසිතක් නෑ නේදෝ. 
රන් තරු යායේ සඳ පායන්නේ අප දැකලා නේදෝ  
ඒ හඳපානේ අප හමුවන්නේ හෙට දිනයේ නේදෝ 
කල් බලමින්නේ දසැඟිලි ගැන්නේ හමුවන තුරු නේදෝ 
මුදු පළඳින්නේ මුතු කරලන්නේ නැකැත් බලා නේදෝ",0,,,,
Me Ira Handa Yata |  මේ ඉර හඳ යට,Edward Jayakody,Old Pops,Rambukkana Siddhartha Thero,M.R.Chulasingha,F minor,,"මේ….. ඉර හඳ යට හමුවී 
ආදරයෙන්…………… 
කතා කරපු අය සෙනේ වඩපු අය 
ළඟ පාතකවත් නෑ….. 
මේ………. ඉර හඳ යට හමුවී 
අද නුඹ කොතැනද අද මා කොතැනද 
දන්නේ නෑ නුඹ මටත් හොරා 
ජීවන මහ මග සටන් වැදී ඇත 
නාඳුනනා පෙම්වතුන් වෙලා 
දැන හඳුනා ගත් කාලේ ඉඳලා 
ළබැඳි දයාවෙන් සිටිය නිසා 
අප වෙනුවෙන් අප නමින් හෙලන්නට 
හෙටටත් කඳුලක් ඉතිරි වෙලා",0,,,,
Mal Malathi Latha |  මල් මාලතී ලතා,Edward Jayakody,New Pop,Saman C Weerasinghe,Sarath De Alwis,G major,,"මල් මාලතී ලතා …….අඳුරේ මිලාන වී 
මේ පාළු රාත්‍රියේ නොපිපී බලා හිඳී 
මල් මාලතී ලතා 
හැඬූ සිතේ විඩා නිවා ඇදේ මාරුතේ 
හැපී බිඳෙන ප්‍රේමයේ සෝ සුසුම් ලෙසේ 
කිසිදාක නොමැත ආදරේට ලැබී ආදරේ....  
ගැලූ සිනා ගඟේ ගිලී ගියෙද ආදරේ 
හඬා වැටේ ප්‍රාර්ථනා පෙම් උයන් තෙරේ 
කවදාක සුවද යලි දැනේද  නැවුම් ස්නේහයේ..",0,,,,
Katu Akule |  කටු අකුලේ,Edward Jayakody,Classics,B Nanayakkarawasam,Ananda Gamage,D major,,"කටු අකුලේ මල් ඇහැරේ  රළු අහසේ තරු හිනැහේ 
රළු අහසේ තරු හිනැහේ කටු අකුලේ මල් ඇහැරේ  
තුඩින් තුඩේ රැව් නැගේ කුරුළු ගී ගායනා 
කුළින් කුළේ වැතිරෙතේ සුදු වළා පාවෙනා 
ළමයින් සුවඳයි කඳුළක දිලිසෙයි 
අඳුරු විමානේ රන්මිණි පහනයි 
අනාථ දෑසේ කෙම්බිම ඔබමයි 
මිලාන ලෝකේ හසරැලි උයනයි",1,අඳුරු විමානේ රන්මිණි පහනයි,ජීවිතයේ අඳුර නැති කර⁣න්නේ ළමයින්,රන්මිනි පහණ,ළමයින්
Karakena Rode |  කැරකෙන රෝදේ,Edward Jayakody,Classics,Kumaradasa Saputhanthri,Kalani Perera,D major,,"කැරකෙන රෝදේ පුංචි කරත්තේ  
ඉඳගෙන මම ඉන්නේ.. 
පදික වේදිකා පසුකර යන්නට  
තල්ලු කරන් පුතුනේ  තල්ලු කරන් පුතුනේ  
කැඩුනු පාවහන් කුඩ නිමවාලා 
දවසේ වියදම සරි කරවාලා 
අඳුර වැටෙන්නට කලියෙන් ගෙදරට 
තල්ලු කරන් පුතුනේ  තල්ලු කරන් පුතුනේ 
කිරිකැටි දෙ‍අතේ සවිබල දියැවේ 
පමා වුනොත් අප මහමඟ තනිවේ 
අම්මා මඟ ඇති නෙත් හරවාගෙන  
තල්ලු කරන් පුතුනේ  තල්ලු කරන් පුතුනේ",0,,,,
Gan Iwure |  ගං ඉවුරේ,Edward Jayakody,Old Pops,Kusum Pieris,Rohana Weerasingha,G minor,,"ගං ඉවුරේ තුරු ලතා මඬුල්ලේ  
සයුරු මායිමේ පුළින තලාවේ  
සෙනෙහස් හැඟුමින් චමත්කාර වී  
අප ගැන අප හිතු හැටි මිහිරියි    
ආදර ගී විය ජයමංගල ගී  
කුරුළු කැදැල්ලකි පුංචි පැලේ  
ප්‍රේමවන්තයෝ... 
ප්‍රේමවන්තයෝ දෙගුරුන් වී 
යළි ඉපදුණු හැටි හරිම අගේ 
සිඟිති සණ්ඩු මැද හිනා වෙවී  
කිරුළු පළන් ජීවිත ගමනේ  
දෝර ගලා... 
දෝර ගලා කරදර ආවත්  
හිඳිමු එදා මෙන් වෙනස් නොවී",1,කුරුළු කැදැල්ලකි,අපගේ නිවස,කුරුලු කැදැල්ල,නිවස
Handanna Lanwa |  හඬන්න ළංව,Charitha Priyadarshani,Duets,B Nanayakkarawasam,Rohana Weerasingha,F major,,"හඬන්න ළංව ඇති ඔබේ නුවන් පුරා 
ඇඳෙන්නේ ජීවිතේ කතාවදෝ 
හෙලන්න බැරිව ළතවෙනා සුසුම් සදා 
කියන්නේ ජීවිතේ මුළාවදෝ   
තරු ඇසක් ඇරී උදා ගිරේ පෙම් මලක් මුවින් හිනා නැගේ 
තරු ඇසේ කතා මියේද පෙම් මලේ හිනා මැකේද 
මේ වෙනසදෝ ආදරේ 
සඳ රැහැන් වැටී සුනිල් දියේ කුමුදු මල් දෙතොල් විදා පිපේ  
හිරු ඇවිත් එ මල් දවාද ඒ දුකත් වසන්ව යාද 
මේ අරුතදෝ ආදරේ",0,,,,
Karadiya Gambare |  කරදිය ගැඹරේ,Edward Jayakody,Classics,P. Jayawardhana,Rohana Weerasingha,G minor,,"කරදිය ගැඹරේ තුන්යම ගෙවුනේ 
නුඹගේ දෑතට දිරිය වඩන්නයි 
සුහුඹුල් අත්පා යදඬු කරන්නයි 
කිරිකැටි පුතුනේ...කිරිකැටි පුතුනේ...   
අව්වට වැගිරෙන දාදිය වැස්සේ 
කළුගල් තලලා මහමං තැනුවේ 
නිවහල් ලොවකට නුඹට වඩින්නයි 
කිරිකැටි පුතුනේ...කිරිකැටි පුතුනේ... 
දුම් රොටු අතරේ කම්මල් ඇතුළේ 
දැ‍තිරෝදෙට ගත ජීවය දුන්නේ 
නව මිනිසෙකු නව ලොවට පුදන්නයි 
කිරිකැටි පුතුනේ...කිරිකැටි පුතුනේ...",1,තුන්යම ගෙවුනේ,දවස ගතකලේ,තුන්යම,දවස
Sanduda Awadiyen |  සඳුද අවදියෙන්,Amarasiri Peiris,Classics,Priyananda Wijesooriya,Amarasiri Pieris,G major,4/4,"සඳුද අවදියෙන් තරුද අවදියෙන්  
මේ නිශාන්තයේ 
ඔබ ලඟ නැති තව දිනක් ගෙවී යයි  
තනිවුන වසන්තයේ... 
සීතල ඇතිරුනු මිහිලිය ලය මත  
කොද කිණි බිඟු වුනි මධු පුරවා 
උණුසුම දිස්වුනෙ නෑ නෙත මානෙට  
ඔබලඟ නැතිවුණු අද මා තනිවම 
පහන් නොදැල්වෙන ඔබෙ පැල්පත තුල  
නිදිමත අඩනෙතු පිය සනහා 
මගේම කඳුලක් වී පිණිබිදු ලෙස  
ඔබෙ කවුළුව ලඟ පිපි මල්පෙති මත",0,,,,
Domba Malin |  දොඹ මලින්,Edward Jayakody,Old Pops,Kumaradasa Saputhanthri,Rohana Weerasingha,G major,,"දොඹ මලින් මලෙක රේණු තලන තුරුණු බඹර රැළේ 
මද මතින් ඉපිල රඟනු බලා මල් මුවරද සැලේ   
හද සුවය මවෙත රඳන විහඟ ගීතයයි 
සුව සිහින වැලෙක මල් පීදෙන කාලයයි 
නව යෞව්වනේ පිපි මල් වනේ 
රණ තිසර ළමැද සෙවණේ මධු සාදයයි 
වන වදුළු පුරා නිල්ල නිලන කාලයයි 
රණ මොණර කිකිණි හඬින් නැගෙන තාලයයි 
හසරැල් සලා කඳුලැල් නිවා 
සිත නිබඳ සොයන නිමල සොඳුරු ගීතයයි",0,,,,
Eka Yaye Kaka | එක යායේ කකා,Bandula Wijeweera,Movie Songs,Premakeerthi De Alwis,H.M.Jayarathna,F minor,6/8,"එක යායේ කකා වැටී එකා වගේ එකට ඉදී 
එක පවුලේ උපන් ලෙසේ කල ආරක්ෂා 
නාස් ලනුව දමනවාලු කරත්තයක බදිනවාලු 
අපට හිටිය ලපටි කැකුළු නාඹර වස්සා  
ගෙට ආකල ටිකිරි ලියා නුඹ වේවිලු කබරගොයා 
ලිදට ගියත් අවසරයක් ගන්නට වේවී 
දල ගලවා අතේ තියා නුඹ නටවයි ඒ ළමයා 
පනවාලා දරුණ දණ්ඩ බන්ධන නීති 
වලට වැටුනු එකායකා වලටම ඇදගනු මිසකා 
වලෙන් උඩ ට එන්නට අත දෙන්නට කැමති 
නෑදෑහිතවතෙක් නැති ඒගැන හිතුවොත් යෙහෙකි 
කසාදෙ නම් කසාය හරි තිත්ත බෙහෙතකි",0,,,,
Oba Apple Malak |  ඔබ ඇපල් මලක්,Amarasiri Peiris,New Pop,Kalum Shreemal,Sangeeth Wickramasingha,C major,,"ඔබ ඇපල් මලක් වාගේ ලස්සන වසන්ත කාලේ  
මට හදිස්සියෙන් වාගේ හමුවූ  
පායන්න දෑස මානේ උණුහුමට ගින්දරී  
ගෙනියන්න මාගෙ ගානේ මේ හිතම සුන්දරී 
දිගු දෑසේ බැල්ම ඔබගේ  
ඇයි සොදුරු ඔය හැටී 
ඔබ ඇපල් මලක් වාගේ ලස්සන වසන්ත කාලේ  
මට හදිස්සියෙන් වාගේ හමුවූ  
ඇස් පියෙන් අදී කෑලි කැපෙන රළු රාත්‍රියේ  
කීරි ‍ගැහෙන සිත අනුහස අයදී ප්‍රේම‍යේ 
එය පමණක් ශේෂය වී නම් පුර්වාත්මයේ 
ඔබ ගැවසෙන මා සිත අවිනීතයි  
අවනත නැති නෙතටද අවිවේකයි 
හුදකලාව අවනඩුවක් ගෑණු ළමයෝ 
ඉටි රූපෙ අපූරුව විදින්න මං හරි ආසයි  
පින්තූරේ වගේ ඔබ හිනැහෙන කොට මට ලෝබයි 
අහිතක් හිතන්නෙ නැති නම් මං හරි ආදරෙයි 
ඔබ ගැවසෙන මා සිත අවිනීතයි  
ඊයේ අද මෙන් හෙටත් එහෙම වෙයි 
හුදකලාව අවනඩුවක් ගෑණු ළමයෝ",1,ඔබ ඇපල් මලක් වාගේ ලස්සන වසන්ත කාලේ,ඇයගේ ලස්සන,වසන්ත කාලයේ පිපුණු ඇපල් මලේ අලංකාරය,ඇයගේ අලංකාරය
Neka Uyan |  නෙක උයන්,Amarasiri Peiris,Duets,Kapila Kumara Kalinga,Rohana Weerasingha,F major,,"නෙක උයන් වතු මැදින්   
හමා යයි නව මන්ද මාරුතේ 
සොඳුර මේ අප පැතුම් සුපිපෙනා   
හිතමිතුරු වූ වසත් කාලයයි       
සිතුවමින් මතුව ආ සුසුම් රැල්  
බොඳ මලක් මත වැටී බොඳව යයි 
සිහිනයක් අවදි වී පිය නගයි  
අඬ අඳුරු සීත කඳු මාවතේ 
නොම තැවෙන් රාත්‍රිය දිගු විනැයි  
හෙට දවස මීවිතක් සේ දිසෙයි 
නිදැල්ලේ ගලා ගිය ජීවිතේ   
නිම්නයක නතර වී ගිම් නිවයි",0,,,,
Malak Wune |  මලක් උනේ,Amarasiri Peiris,Classics,Saman Athawudahetti,Kalani Perera,A major,3/4,"මලක් උනේ ඇයි ඔබ මට  
ජී...විතයට සුවඳ සලන 
එනමුදු සිප ගන්නට තහනම් 
විලක් උනේ ඇයි ඔබ මට  
ජී..විතයට සිසිල ඉසින  
දිය දෝතක් බොන්නට තහනම්      
පහන් තාරකාවක් සේ ජීවිතයට මග කීවද 
ඒ එළියෙන් මහද පහන් දල්වනු කෙලෙසින් 
සහන් ගීතිකාවක් සේ ජීවිතයේ ගිම් නිවුවද 
ඒ ගීයේ සොඳුරු වදන් මුමුණනු කෙලෙසින්",1,මලක් උනේ ඇයි ඔබ මට,ජීවිතයටම ආලෝකයක් ගෙන දුන්,මල,ආලෝකය
Landune |  ළඳුනේ,Amarasiri Peiris,Classics,Ranbanda Senevirathna,Premasiri Khemadasa,Eb minor,4/4,"ළඳුනේ... ළඳුනේ…  
ඔබේ දෑස දැකගත්තෙමි  
සැඳෑ කලෙක ළඳුනේ  ළඳුනේ 
දෙනෝ දහක් අත ගත්තද  
සැමියෙකු නැති ළඳුනේ  
නෑයෙක් නෑකම නොකියන  
වීදි සරණ ළඳුනේ     
තෙල් මල් ගෙන දෝත පුරා 
මුනිකුටියට පියමං වන 
ඔබේ දෑස දැක ගත්තෙමි  
සැඳෑ කලෙක ළඳුනේ  ළඳුනේ  
බුදුන් දැක නිවන් දකිමැයි  
දෙව්රම යන පාර අහන 
ඔබ ද පටාචාරාවකී  
ඔබ ද කිසාගෝතමියකි 
පිරිමින්ගෙ පාප කඳට දෝස විඳින ළඳුනේ 
අඳුරේ පව් කරන දනා එළියෙ රවන ළඳුනේ 
ළැම පමණක් ලොවට පෙනෙන  
ළය නොපෙනෙන ළඳුනේ 
කුහුඹුවකුට වරදක් නැති  වැරදිකාර ළඳුනේ",1,දෙනෝ දහක් අත ගත්තද,ගණිකාවක් වූ ළඳුනේ,දෙනෝදාහක් අත ගැනීම,ගණිකාව
Mage Punchi Rosa Male |  මගේ පුංචි රෝස මලේ,Amarasiri Peiris,Classics,Dhammika Bandara,Danister Perea,D minor,3/4,"මගේ පුංචි රෝස මලේ  
මමයි නුඹේ වියපත් බඹරා 
නුඹ හීනෙන්වත් නොදකින කුමරා 
නුඹ හීනෙන්වත් නොදකින කුමරා      
කලුවර රෑ හඳක්‌ වගේ  
අහසේ…… නුඹ ඉන්නව නම් 
ආසයි මම නොකී කවිය නුඹට කියන්න  
තරහක්‌ නෑ නුඹ බැස යන්න  
මගේ පුංචි නවාතැනේ  
ඇවිදින් සැරි සරනව නම් 
ආසයි මං කවුළු පියන් ඇරලා තියන්න  
තරහක්‌ නෑ නෑවිත් ඉන්න",1,මගේ පුංචි රෝස මලේ,මගේ පුංචි ආදරවන්තියේ,රෝස මල,ආදරවන්තිය
Iri Thelunu Wala |  ඉරි තැළුනු වලා,Amarasiri Peiris,New Pop,Saman Athawudahetti,Tissasiri Perera,D minor,4/4,"ඉරි  තැළුනු වලා උඩු වියන් යටින්  
මුදු තාර ඇතිරිල්ලේ 
යමු යමු යමු අපි ඇවිද යමු ප්‍රේමියේ              
සිව් දෙසින් හඹා එන මොටෝ රථ රඟ  
සෙනඟ රවටමින්  
වටපිටේ සීරුවට විදුලි ඇස් සිනාසේවී 
නොරැවටී යන්න යමු  
කහ ඉරෙන් එතර වීලා  
රිය පෙලේ කිරුළු හිමි රජවරුන් අත වනාවී 
බිම බලන් යන්න යමූ  
කහ ඉරත් රැළි වැටීලා",1,විදුලි ඇස්,වාහනවල හෙඩ් ලයිට්,විදුලි ඇස්,හෙඩ් ලයිට්
Kala Wewa Hindenawa |  කලා වැව හිඳෙනවා,Amarasiri Peiris,New Pop,Shantha Jayalath Thisera,Unknown,E minor,4/4,"කලා වැව හිඳෙනවා ආයෙමත් පිරෙනවා 
මගේ හිත බිඳෙනවා ආයෙමත් හැදෙනවා    
හිඳුනු වැව් පතුලේ කටු කොහොලු පෙනෙනවා 
රිදුනු හිත් මඬලේ සෝ සුසුම් දැවෙනවා  
පිරුනු වැව් ජලයේ සුදු නෙළුම් සරනවා 
හැදුනු හිත් මඬලේ පෙම් සුවද දැනෙනවා",1,හිඳුනු වැව් පතුලේ කටු කොහොලු පෙනෙනවා,ආදරය නැති වූ කල ඇතිවන දුක් ගැන අවබෝධ වීම,හිඳුනු වැව,නැති වූ ආදරය
Kawuruwath Nehe |  කවුරුවත් නැහැ,Amarasiri Peiris,Classics,Hemasiri Gunathunga,Premasiri Khemadasa,C minor,4/4,"කවුරුවත් නැහැ කවුරුවත් නැහැ  
එගොඩට යන්නට එ‍ගොඩට යන්නට
ඉරගල වැටිලා ඉවුර දෙපැත්තේ  
අඳුර ගලනවා පාරුව ඇතුලට  
ලංතෑරුම කෝ ඔහෙ තිබුනාවේ  
කවුරුවත් නැ කවුරුවත් නැ    
දවසින් දවසම පාලම හැදුනා  
පාලම් මොලෙන් හෙන හඩ ඇසුනා 
කිරන කැලෑවේ කුරුළු කොබෙයියන්  
ගම හැරදා යන්න ගිහින් 
කවුරුවත් නැහැ කවුරුවත් නැහැ  
එගොඩට යන්නට එ‍ගොඩට යන්නට  
දෑතේ අතැගිලි හබලට ගෙවුනා  
ගෙනියන්නට බැරි මහ බර තිබුනා 
මෙතුවක් නොම ගිය බර අද දවසේ  
මට හිනැහීගෙන යනවා රහසේ",1,ඉරගල වැටිලා,අඳුර වැටිලා,ඉරගල,අඳුර
Iki Gasa Handana |  ඉකි ගසා හඩන,Amarasiri Peiris,Classics,Amila Thenuwara,Darshana Ruwan,A minor,4/5,"ඉකි ගසා හඩන අතීතයක  
කදුළු එක්ක ගණුදෙනු කරනා                    
මට මගේ නොවන  මගේම ආදරයක් තිබුනා 
මගේම ආදරයක් තිබුනා  
හීනෙන් හිනැහී තුන් යම මා රවටා  
මැදියම් මහ රෑ අදටත් හිත ඉගිලෙනවා 
නින්දෙන් ඇහැරී කළුවරේම යලි සොයනා  
මට මගේ නොවන 
මගේම ආදරයක් තිබුණා  
රිදුමක් වගේ කිසිදා සුව නොවනා  
සුසුමින් විතරක් නිරතුරුවම පිරිමදිනා 
උහුලනු බැරි තැන උණු කදුළුම වගුරුවනා 
මට මගේ නොවන 
මගේම ආදරයක් තිබුණා",1,මට මගේ නොවන  මගේම ආදරයක් තිබුනා,ඒකපාක්ෂික ආදරයක් තිබුනා,මගේ නොවන ⁣මගේම,ඒකපාක්ෂික
Hanthaneta Paayana |  හන්තානට පායන සඳ,Amarasiri Peiris,New Pop,Dhammika Bandara,Danister Perea,C major,3/4,"හන්තානට පායන සඳ  
ලස්සනයිද කියන්න                    
මා නොදකින ඒ පුර හඳ  
ඔබට හැකිය දකින්න  
අඳුරු ලලා වහිනා කල 
සරසවි බිම තෙමෙන්න  
කුඩේ යටින් ඔබ යන කල  
එපා තනිය දැනෙන්න 
ලතා මඩුළු අත වනාවි  
එපා අහක බලන්න 
මා ගැන මතකය ගුලිකර  
මහවැලියට දමන්න",1,"කුඩේ යටින් ඔබ යන කල  
එපා තනිය දැනෙන්න",ඇයට කවුරුන් හෝ හමුවේවායි පැතීම,එපා තනිය දැනෙන්න,කා හෝ හමු වේවා යන පැතුම
Charu Dehe Nura | චාරු දේහේ නුරා,Amarasiri Peiris,Classics,Premakeerthi De Alwis,Amarasiri Pieris,E minor,4/4,"චාරු දේහේ නුරා මා දෑසේ මැවේ 
රාත්‍රියේ රෑ සඳේ ඈ සිනා ශ්‍රීය දේ 
චාරු දේහේ නුරා 
පිහින පීනා රසෝගේ සරාගී විලේ  
රාත්‍රි යාමයේ 
ඈගේ දෑසේ ප්‍රබෝධේ නුරා ගී නැගේ 
ජීවිතේ යෞවනේ ප්‍රේමයේ මී වනේ  
සීත මිහිදුම් වළාවෝ වෙළීලා සඳේ  
 තාරකාවේ 
මිහි තලාවේ තුසීතේ මැවේ මා හදේ 
ජීවිතේ යෞවනේ ප්‍රේමයේ මී වනේ",0,,,,
Aya Yanna Giya |  ඇය යන්න ගියා,Amarasiri Peiris,Classics,Sunil Sarath Perera,H.M.Jayawardhana,F minor,4/4,"ඇය යන්න ගියා මැකිලා  
වන සිරසක තුරු සෙවනැලි අතරේ  
ගී ගයමින් හිඳ මා තුරුලේ   
ඇය යන්න ගියා මැකිලා 
ඇය යන්න ගියා මැකිලා   
පිණි කඳුලක් මල් පෙති අග තවරා  
මිහිදුම් සළුවෙන් මුහුණ වසා 
නිල්ල නිලන නිල් කඳු වැටි අතරේ  
සඳ එළියේ මං පෙත පාදා 
රහසක් සඟවා ගොළු වූ හදකින්  
යන්න ගියා මැකිලා 
යළි කවදාවත් හමු නොවෙනා බව  
මද පවනක් හිස අතගා කීවද 
අදහා ගන්නට නොහැකිය කිසි දින  
ඇය යළි නොඑතැයි ගිම්හානෙට පෙර",1,ඇය යන්න ගියා මැකිලා ,ඇය තමාගේ ජීවිතයෙන් ඉවත්ව යාම,මැකිලා,ඉවත්ව යාම
Atha Epita | ඈත එපිට,Sanath Nandasiri,Classics,Sunil Sarath Perera,Sanath Nandasiri,C minor,4/4,"ඈත එපිට ගම්මානෙන් නැග එන  
බටලී හඬ අතරේ  
ඉතාම දුක්බර කවියක් මතුවෙද  
ඇය නිදි නොමැති පැලේ  
මලානිකව හඳ එලිය ගලා එන  
අම්බලමක හෙව‍ණේ  
බලා හිඳිමි ඔබ හිඳින විමන් දොර  
දැල්වෙන එළිය බඳේ 
වේදනාව නෙතු අගට ගලාලා  
ඉකිලන නිහඬ රැයේ  
නීල නුවන් තරු කැට බොඳ වෙනවා  
කාටත් හොර රහසේ",1,ඇය නිදි නොමැති පැලේ,ඇය ඔහුව හැරදා ගොසින්,නිදි නොමැති පැල,ඇය නැති පැල
Akuru Maki Nehe |  අකුරු මැකී නෑ,Edward Jayakody,Classics,Kumaradasa Saputhanthri,Rohana Weerasingha,Eb major,,"අකුරු මැකී නෑ කොළ ගැලවී නෑ  
බොඳ වී නෑ සිතුවම් 
ඉස්සර වාගේ තාමත් මතකයි 
හෝඩි පොතේ පාඩම්    
මේ ඊරී  බිම සීරී කුණ්ඩුමණී හිස පීරී 
දීසිය පුරවා දෝසී දමා කුමුදුමතී හිනැහේවී 
අපි දුවමු අපි පනිමු ගී කියමු අපි නටමු 
ඇත් පොරයට අපි ඇහැ යවමූ බාළ වියට පා නගමු",1,බාළ වියට පා නගමු,අතීතය සිහි කරගමු,බාල වියට පා තැබීම,අතීතය සිහි කිරීම